id,number,GCaMP,age,cohort,monitoring_frame_range,sex,nvc_whole,nvc_segment_0/2,nvc_segment_1/2,lag_whole,lag_segment_0/2,lag_segment_1/2
M322-10_v2_null_normal,322,True,10,3.0,"(45, 7308)",M,-4.754891376860155e-05,6.677456127701238e-05,-7.557240166444767e-05,0.15182507809013834,0.16410531012940652,0.17586791610887995
M322-12_v2_null_normal,322,True,12,3.0,"(182, 7577)",M,0.00012546434680188944,0.0002641274880839352,-8.59324406123241e-05,-0.02711552512651206,-0.038580539243543606,-0.023218683192163015
M353-6_v2_null_normal,353,True,6,5.0,"(97, 7497)",M,-0.00026401593258310214,0.00018193122516793842,-0.0003740962356266701,0.08270232371794871,0.08294270833333334,0.08459535256410257
M353-8_v2_null_normal,353,True,8,5.0,"(109, 7400)",M,-0.0003026385805565774,-0.00015462078799943866,-0.000646213104996533,0.05606327534316964,0.0798557586434706,0.0734603244512956
M353-10_v2_null_normal,353,True,10,5.0,"(113, 7428)",M,0.00012636633131548488,-0.00031384211917479654,0.0004873074822753793,0.028681292633464136,0.013835848543109734,0.01970906090055923
M361-6_v2_null_normal,361,True,6,5.0,"(108, 7428)",F,0.00011259351252297889,-0.00026721516657326577,0.00016515786360762322,0.043249086507106925,0.05606925571547265,0.02983034493848999
M365-6_v2_null_normal,365,True,6,6.0,"(87, 7428)",F,0.00010828626378080013,0.00044138029977475337,-6.79838073399074e-05,-0.018538751018850903,-0.007058252258814146,-0.025848464353224774
M367-6_v2_null_normal,367,True,6,6.0,"(162, 7529)",F,2.8775447147757817e-05,1.717173500472246e-05,0.0004461667772788862,-0.0009634189812807666,0.020010212241201576,-0.0010501266895960378
M374-6_v2_null_normal,374,True,6,6.0,"(72, 7417)",M,-4.083353532919295e-05,0.0002832675067679413,-0.0004013531363142022,0.0927536231884058,0.1752981916121585,0.17989825146423838
M374-8_v2_null_normal,374,True,8,6.0,"(68, 7125)",M,-4.022119675329734e-05,1.756000575494959e-06,-0.00011298079969192822,0.0341694122648528,0.06950791795089807,0.09107414886456229
M374-10_v2_null_normal,374,True,10,6.0,"(68, 7649)",M,-2.687886037777117e-06,-0.00012584371355535388,0.00013454714435411292,0.03836121604605145,0.0668825328296456,0.064229177909696
M387-6_v2_null_normal,387,True,6,7.0,"(90, 7540)",M,2.890927963163639e-05,-0.00020838359141302503,0.00039293650535520097,-0.008387412758662914,-0.010173054161054651,-0.006816048324558182
M387-10_v2_null_normal,387,True,10,7.0,"(117, 7462)",M,0.0002631493226176754,8.908289899938756e-05,0.0006245487598253518,0.1251389503713541,0.18960208548521962,0.14682996409424032
M396-6_v2_null_normal,396,True,6,7.0,"(89, 7528)",F,-5.761071018438736e-05,-8.765490184649193e-05,-0.00019905777370687834,0.04702125316595088,0.04157031163968726,0.0666409719928055
M397-6_v2_null_normal,397,True,6,7.0,"(69, 7503)",F,0.00013494487263128623,-0.00017347685468026543,0.00021736057738885745,-0.08269623478979966,-0.052841206352420976,-0.013189205609842542
M410-6_v2_null_normal,410,True,6,9.0,"(99, 7428)",M,0.0005021932385311534,0.00044183241931690414,0.00034271681965472134,0.020489345187694047,0.025666807790008468,0.03718600056449337
M410-8_v2_null_normal,410,True,8,9.0,"(102, 7532)",M,1.5270306785555067e-05,0.00016489706270332723,-0.00029946790466369344,0.031946520939664214,0.04129504562561221,0.05532642504854703
M410-10_v2_null_normal,410,True,10,9.0,"(71, 7137)",M,-0.00011492450659835253,-7.048620197986757e-05,-3.347778835050854e-05,0.029711948943014307,0.02198667111533164,0.06554936734851012
M412-8_v2_null_normal,412,True,8,9.0,"(135, 7515)",F,-3.977960875597712e-05,2.4634935596445073e-05,-4.6846160468752644e-05,0.10202988493008995,0.10743244491235847,0.14011562401876582
M412-10_v2_null_normal,412,True,10,9.0,"(101, 7163)",F,-0.00015484001468012365,0.00017538550212688157,-0.00031119045577769643,0.10144320541681934,0.1506203863672059,0.12299530565589932
M415-6_v2_null_normal,415,True,6,9.0,"(131, 7585)",F,0.0003896164403908193,0.00010683827795279271,0.0006597970639779674,0.14179596389818477,0.15917080755839505,0.14016495960517866
M415-8_v2_null_normal,415,True,8,9.0,"(62, 7420)",F,-8.506822898632745e-05,-0.0006731440289456102,0.0004886781716563713,0.006759436902477918,0.027758214537241657,0.02018926423326938
